Olho| Deslocamento| Tempo(s)
E 190.58140530466417 172.02371740341187
D 95.28563374882476 172.02696895599365
D 95.6131415003845 172.02707386016846
E 189.3761146013671 172.12853026390076
D 93.89150381503468 172.1298644542694
D 93.61300278277508 172.129967212677
D 87.66683379600921 172.2363998889923
D 88.89403279588389 172.23647952079773
E 187.7231874693231 172.3497769832611
D 91.5769620204555 172.3508598804474
D 93.03860724032141 172.350923538208
D 92.49321257363364 172.46314644813538
D 92.37547268586725 172.46324372291565
E 187.34485085803314 172.46444129943848
E 187.34530143953623 172.4645128250122
E 193.70947386153026 172.5720624923706
D 96.8983095196686 172.57311058044434
D 97.06061323544257 172.57317852973938
E 193.61058408596887 172.6814148426056
E 193.21516568118173 172.79431176185608
E 192.28646112897306 172.79440784454346
E 177.7980921669331 172.8975269794464
E 177.8693257674061 172.89762473106384
D 81.40320175871265 172.89869809150696
E 179.760469666692 173.02115273475647
E 179.6750152949112 173.02128434181213
D 84.61031701839043 173.02553296089172
E 184.0123654752621 173.1359202861786
D 86.35278676349925 173.13698053359985
D 87.09759041822836 173.13707756996155
E 182.15408589555625 173.2402150630951
D 84.79895920610738 173.24230456352234
D 89.31396759546591 173.3507161140442
D 89.43796382508907 173.35079622268677
E 187.70330225096754 173.35195231437683
E 187.6705751395841 173.35202383995056
E 193.51869441317106 173.46545577049255
E 183.1597861666411 173.5691213607788
D 86.49865109974417 173.57029008865356
E 184.660683239061 173.67574262619019
E 184.44171782966984 173.67584204673767
D 91.31634952451255 173.6772723197937
D 101.84370064473804 173.78908705711365
E 192.8073213634246 173.79033637046814
D 88.36977684048122 173.8901562690735
D 88.030769834754 173.89027500152588
E 183.71016175481932 173.89180064201355
E 183.84269516901722 173.89188027381897
D 90.61478955543765 174.01123428344727
D 91.29005498248243 174.01134371757507
E 185.86904548644642 174.01285314559937
E 185.11487798239003 174.01295709609985
E 190.9049835944804 174.12821173667908
D 98.22443703699138 174.12956380844116
D 98.81373345685877 174.12965416908264
D 96.9516255352418 174.23203349113464
E 190.7274216655386 174.23308181762695
D 91.69501444149203 174.33627700805664
D 93.09407237655047 174.33640480041504
E 191.32347808317468 174.44990277290344
D 101.4104787779919 174.45118403434753
D 99.07551129016537 174.5544102191925
D 99.2201109337569 174.5544877052307
E 192.00920928996572 174.55589318275452
D 102.12470359042011 174.67139506340027
D 102.09626711380668 174.67148756980896
E 193.94302504885454 174.672709941864
E 193.94302504885454 174.6728003025055
E 187.918253465673 174.77200651168823
D 99.80888311913357 174.77307605743408
D 101.41892872887266 174.77316641807556
D 102.69075741654373 174.88240242004395
E 191.8227552617815 174.88359093666077
E 191.82662880466495 174.88373398780823
D 103.7183601399729 174.9894232749939
E 192.1738053558693 174.9906027317047
E 191.7464157126074 174.9906725883484
D 104.17566863668655 175.1081600189209
D 104.91206623325557 175.10823035240173
E 191.43995433442836 175.10938811302185
E 191.43018152324692 175.109450340271
D 95.49736525022286 175.21486043930054
D 95.98378218913116 175.21499109268188
E 190.42265841831693 175.21690368652344
D 107.10896360164897 175.3229684829712
D 107.26231529303315 175.32306432724
D 99.31884696015771 175.4393208026886
D 100.26400654435761 175.4393973350525
D 98.2308551096315 175.54313969612122
D 98.63477379320277 175.54320788383484
D 96.84259130655067 175.66177320480347
D 96.99716885219247 175.66187953948975
D 100.67037032183273 175.76793718338013
D 96.33003967704039 175.88057208061218
D 94.10376116012316 175.9876925945282
D 94.48974163588447 175.98780727386475
E 187.56529310385022 176.10082960128784
D 93.62047388814831 176.1022229194641
D 92.99139563719878 176.10235238075256
E 183.46578622616758 176.1976282596588
E 189.1624366016192 176.3462107181549
D 92.78570521157233 176.34729599952698
D 93.77933806404701 176.34736847877502
D 94.43943547371443 176.43802738189697
D 94.38260859988537 176.4381411075592
E 187.05759574240614 176.5389347076416
E 187.20150366075404 176.53905367851257
D 92.9308527269355 176.5406687259674
D 92.54010188772112 176.54096841812134
D 89.60515389586763 176.6545467376709
D 90.24446873322223 176.65513277053833
E 179.36201892767784 176.76081800460815
D 81.44476655992084 176.76187777519226
D 85.70357601601823 176.76196908950806
D 92.57171244567134 176.864328622818
D 80.12599761839884 176.9810609817505
D 81.40330201071691 176.981130361557
D 97.51481082203232 177.0836319923401
D 97.4349890970277 177.08375930786133
E 181.34794554311185 177.1968960762024
E 181.34794554311185 177.19696307182312
D 91.22608282542475 177.19803166389465
D 90.80304532687286 177.30878353118896
D 90.79307258899368 177.30886340141296
D 94.2644424105103 177.4233317375183
D 94.41208385697021 177.42342853546143
D 96.97619228039413 177.52516770362854
D 97.59032656660172 177.52523756027222
D 93.76668024636197 177.64866614341736
D 94.32022004905681 177.6488184928894
D 92.49144037929717 177.74719095230103
D 92.7600826374879 177.7473018169403
D 88.84043489222205 177.96811389923096
D 88.97346755684302 177.96819734573364
E 179.4938609113012 178.0902726650238
E 179.57492588185156 178.0903639793396
D 86.73280732076661 178.0918641090393
D 86.47764423896263 178.09194040298462
D 100.65865567053652 178.2053873538971
D 101.26467386115672 178.20547103881836
D 82.60901887808619 178.3045949935913
E 187.30442585182826 178.52468943595886
D 97.1131821293038 178.52606463432312
D 96.95229337202619 178.6352744102478
D 96.95229337202619 178.63538885116577
E 191.17215244061316 178.63667821884155
E 190.50788647061503 178.74792289733887
D 97.52728519356023 178.74918127059937
D 88.1651215363712 178.96385526657104
D 91.30549916128628 178.9639630317688
E 185.85108581050642 178.96546530723572
D 91.96415375030921 179.07890605926514
D 95.37253933419213 179.07897448539734
E 187.98488645117516 179.08000302314758
E 180.08988347204087 179.29436087608337
D 85.53344267076666 179.29538750648499
D 91.66693623371498 179.51361441612244
E 181.59126464932172 179.62552452087402
E 181.71268541307444 179.62564206123352
E 177.30583560686395 179.73038721084595
D 91.62085586724523 179.84493136405945
E 183.40933364581824 180.0677444934845
D 92.7694367021701 180.06960535049438
D 92.81012563820778 180.06971406936646
E 191.3313920809331 180.27781224250793
E 175.05577868080286 180.39703369140625
D 83.78053680266744 180.39883589744568
D 84.0374752691507 180.39894676208496
E 183.258027666223 180.62515830993652
D 92.58628792355945 180.63204145431519
D 95.09951500083845 180.7616307735443
E 180.7608997079701 180.9496991634369
D 89.93016632661327 180.9510622024536
E 180.06412293072086 181.0602478981018
E 186.49303948689342 181.16889238357544
D 90.12394131275767 181.27713418006897
D 89.93536816300698 181.27724623680115
D 93.81900726148544 181.38312363624573
D 94.47818348490051 181.38324189186096
E 188.07659005809143 181.71817231178284
E 195.57717831426308 181.93802952766418
D 95.49771027027333 182.0453770160675
D 97.82995161963389 182.04548692703247
E 194.38982544047886 182.0469229221344
E 190.96644159404119 182.14656972885132
D 86.66821583541515 182.26141715049744
D 87.07583056737406 182.26152920722961
E 184.5341568233738 182.36637258529663
D 89.78336367044044 182.36757135391235
D 91.10638712222523 182.36763739585876
E 181.9707621122136 182.47952246665955
E 191.0424305217807 182.59767937660217
D 96.07026725242163 182.7024121284485
D 93.81329183138725 182.8118691444397
D 94.09131282349045 182.81197834014893
D 95.68031012197542 182.92298769950867
D 95.42609992542249 182.9231185913086
D 85.65408121983043 183.0353193283081
E 181.63750956935672 183.1446886062622
D 87.3742466755404 183.14615941047668
D 86.71876821393442 183.31023979187012
D 92.55537696056233 183.4567370414734
E 180.9597970920106 183.74081826210022
E 197.6279689922704 183.84350037574768
E 197.4308025913756 183.84357690811157
E 190.7798476338626 183.94226622581482
E 209.25923518458617 183.94470977783203
E 190.2363855240225 184.0275752544403
E 189.86551626499798 184.02769827842712
E 193.5101380008178 184.10525465011597
E 191.97677756855668 184.18318152427673
E 191.6666873235682 184.1832582950592
E 184.6845876394146 184.25949001312256
E 184.635734906703 184.2595660686493
E 188.3487941856523 184.34685373306274
E 188.17086004930755 184.34692335128784
E 182.85564244126937 184.45170879364014
E 182.5074654624233 184.45178699493408
E 189.57635353848994 184.5768964290619
E 185.16246932148061 184.90160274505615
E 183.52557584531664 185.01885342597961
E 183.6727682554514 185.0189266204834
E 189.16872386292138 185.12735676765442
E 188.98349645950856 185.12746047973633
E 187.15267691705856 185.23679780960083
E 190.15912964501595 185.37554025650024
E 190.09726246853572 185.37593626976013
E 190.73264157047825 185.4791829586029
E 190.8938033194705 185.47930097579956
E 185.1332653612605 185.57403683662415
E 185.25336617137324 185.5741376876831
D 97.94554802624434 185.7960650920868
E 188.15961467219284 185.7993893623352
E 187.5035914063583 185.8019082546234
D 98.93145013520744 185.9172239303589
D 99.3478722737938 185.91732811927795
E 189.16800273849978 185.9187514781952
E 188.7251117193026 185.91884803771973
